time,wind_speed,wind_direction,nacellePosition,nacelle position logs
5686,12.6,51.6,39.006,40.6
5687,11.3,46.6,39.006,40.6
5688,10.9,20.6,39.006,40.6
5689,10.4,51.6,39.006,40.6
5690,10.3,5.6,39.006,40.6
5691,10,81.6,39.006,40.6
5692,9.9,25.6,39.006,40.6
5693,9.6,53.6,39.065,40.6
5694,10.3,37.6,39.288,40.6
5695,11.5,56.6,39.616,40.6
5696,10.9,46.6,39.946,40.6
5697,10.4,61.6,40.276,40.6
5698,11.2,71.6,40.606,40.6
5699,10,68.6,40.936,40.6
5700,9.5,46.6,41.266,40.6
5701,9.8,25.6,41.596,40.6
5702,9.5,58.6,41.926,40.6
5703,9.5,43.6,42.256,40.6
5704,10.2,86.6,42.562,40.6
5705,11,86.6,42.719,40.6
5706,10.9,48.6,42.735,40.6
5707,10.2,32.6,42.735,40.6
5708,11.6,68.6,42.735,40.6
5709,11.4,22.6,42.735,40.6
5710,10.4,51.6,42.735,40.6
5711,10.6,61.6,42.735,40.6
5712,11.3,58.6,42.735,40.6
5713,11,30.6,42.735,40.6
5714,10.7,51.6,42.735,40.6
5715,10,91.6,42.735,40.6
5716,10.6,43.6,42.735,40.6
5717,11.4,41.6,42.735,40.6
5718,10.8,35.6,42.735,40.6
5719,10.9,-2.4,42.735,40.6
5720,10.1,20.6,42.735,40.6
5721,9.6,37.6,42.735,40.6
5722,9.8,53.6,42.735,40.6
5723,10.4,27.6,42.735,40.6
5724,9.8,41.6,42.735,40.6
5725,8.9,46.6,42.735,40.6
5726,9.7,93.6,42.735,40.6
5727,10,43.6,42.735,40.6
5728,11.2,37.6,42.735,40.6
5729,10.9,25.6,42.735,40.6
5730,11.1,68.6,42.735,40.6
5731,11.4,32.6,42.735,40.6
5732,12,61.6,42.735,40.6
5733,11.4,46.6,42.735,40.6
5734,10.5,-2.4,42.735,40.6
5735,9.9,17.6,42.735,40.6
5736,9.6,98.6,42.735,40.6
5737,9.5,96.6,42.735,40.6
5738,9.9,37.6,42.735,40.6
5739,10.9,27.6,42.735,40.6
5740,11.1,58.6,42.735,40.6
5741,10.6,27.6,42.735,40.6
5742,9.9,41.6,42.735,40.6
5743,10.9,51.6,42.735,40.6
5744,12.1,53.6,42.735,40.6
5745,11.3,32.6,42.735,40.6
5746,11.7,30.6,42.735,40.6
5747,10.8,30.6,42.735,40.6
5748,10.7,25.6,42.735,40.6
5749,10.6,63.6,42.735,40.6
5750,11.1,51.6,42.735,40.6
5751,12.2,66.6,42.735,40.6
5752,11.7,66.6,42.735,40.6
5753,11.2,46.6,42.735,40.6
5754,11.6,37.6,42.735,40.6
5755,10.8,35.6,42.735,40.6
5756,10.8,46.6,42.735,40.6
5757,10.4,56.6,42.735,40.6
5758,11.1,20.6,42.735,40.6
5759,10.7,61.6,42.735,40.6
5760,11.2,61.6,42.735,40.6
5761,11.4,40.6,42.735,40.6
5762,10.8,86.6,42.735,40.6
5763,11.3,43.6,42.735,40.6
5764,10.6,51.6,42.735,40.6
5765,11.6,41.6,42.735,40.6
5766,10.1,56.6,42.735,40.6
5767,10.5,83.6,42.735,40.6
5768,11,51.6,42.735,40.6
5769,11.6,46.6,42.735,40.6
5770,11.1,46.6,42.735,40.6
5771,10.4,86.6,42.735,40.6
5772,10.9,53.6,42.735,40.6
5773,12.3,51.6,42.735,40.6
5774,12,17.6,42.735,40.6
5775,12.1,44.6,42.735,40.6
5776,12.2,27.6,42.735,40.6
5777,11.2,20.6,42.735,40.6
5778,11.1,30.6,42.735,40.6
5779,10.2,46.6,42.735,40.6
5780,8.7,78.6,42.735,40.6
5781,9.2,43.6,42.735,40.6
5782,10.7,12.6,42.735,40.6
5783,10.3,25.6,42.735,40.6
5784,10.5,2.6,42.735,40.6
5785,9.9,51.6,42.735,40.6
5786,10.2,40.6,42.735,40.6
5787,10.1,40.6,42.735,40.6
5788,10.8,46.6,42.735,40.6
5789,10,51.6,42.735,40.6
5790,9.2,22.6,42.735,40.6
5791,8.1,15.6,42.735,40.6
5792,8.3,27.6,42.735,40.6
5793,9.2,41.6,42.735,40.6
5794,10,32.6,42.735,40.6
5795,10.7,78.6,42.735,40.6
5796,11.1,56.6,42.735,40.6
5797,10.8,58.6,42.735,40.6
5798,11.3,105.6,42.735,40.6
5799,11.7,49.6,42.735,40.6
5800,11.2,22.6,42.735,40.6
5801,11.2,32.6,42.735,40.6
5802,11,44.6,42.735,40.6
5803,10.9,66.6,42.735,40.6
5804,10.5,43.6,42.735,40.6
5805,10.5,30.6,42.735,40.6
5806,10.8,27.6,42.735,40.6
5807,11.2,32.6,42.735,40.6
5808,12.1,22.6,42.735,40.6
5809,12.4,37.6,42.735,40.6
5810,13,0.6,42.735,40.6
5811,11.6,43.6,42.735,40.6
5812,11.3,43.6,42.735,40.6
5813,10.6,32.6,42.735,40.6
5814,10.2,40.6,42.735,40.6
5815,10.3,5.6,42.735,40.6
5816,10.6,46.6,42.735,40.6
5817,11,22.6,42.735,40.6
5818,10.5,48.6,42.735,40.6
5819,11.4,66.6,42.735,40.6
5820,11.8,51.6,42.735,40.6
5821,10.8,51.6,42.735,40.6
5822,10.4,68.6,42.735,40.6
5823,10.1,15.6,42.735,40.6
5824,10.4,63.6,42.735,40.6
5825,10.8,32.6,42.735,40.6
5826,11.9,63.6,42.735,40.6
5827,11.1,51.6,42.735,40.6
5828,10.7,63.6,42.735,40.6
5829,10.8,71.6,42.735,40.6
5830,10.7,70.6,42.735,40.6
5831,10.6,41.6,42.735,40.6
5832,10.9,81.6,42.735,40.6
5833,10.4,37.6,42.735,40.6
5834,10.3,10.6,42.735,40.6
5835,10.7,-9.4,42.735,40.6
5836,10.4,37.6,42.735,40.6
5837,9.3,40.6,42.735,40.6
5838,8.7,39.6,42.735,40.6
5839,9.4,30.6,42.735,40.6
5840,9.3,25.6,42.735,40.6
5841,8.9,58.6,42.735,40.6
5842,9,58.6,42.735,40.6
5843,8.8,43.6,42.735,40.6
5844,8.6,58.6,42.735,40.6
5845,8.8,61.6,42.735,40.6
5846,9.1,46.6,42.735,40.6
5847,9.1,10.6,42.735,40.6
5848,8.4,51.6,42.735,40.6
5849,8.4,12.6,42.735,40.6
5850,8.3,63.6,42.735,40.6
5851,9.2,10.6,42.735,40.6
5852,8.7,30.6,42.735,40.6
5853,8.6,27.6,42.735,40.6
5854,8.8,58.6,42.735,40.6
5855,9.3,53.6,42.735,40.6
5856,9.3,27.6,42.735,40.6
5857,9.6,-7.4,42.735,40.6
5858,8.9,37.6,42.735,40.6
5859,10.1,48.6,42.735,40.6
5860,9,58.6,42.735,40.6
5861,8,83.6,42.735,40.6
5862,8.5,58.6,42.735,40.6
5863,9,25.6,42.735,40.6
5864,8.1,68.6,42.735,40.6
5865,8.3,25.6,42.735,40.6
5866,8.2,32.6,42.735,40.6
5867,8.6,53.6,42.735,40.6
5868,8.9,48.6,42.735,40.6
5869,8.4,22.6,42.735,40.6
5870,8.1,-2.4,42.735,40.6
5871,9.1,66.6,42.735,40.6
5872,9.6,53.6,42.735,40.6
5873,9.5,56.6,42.735,40.6
5874,9.9,68.6,42.735,40.6
5875,9.8,37.6,42.735,40.6
5876,9.2,35.6,42.735,40.6
5877,8.9,17.6,42.735,40.6
5878,9.3,48.6,42.735,40.6
5879,10,37.6,42.735,40.6
5880,10.6,43.6,42.735,40.6
5881,10.2,32.6,42.735,40.6
5882,9.2,37.6,42.735,40.6
5883,8.9,32.6,42.735,40.6
5884,8.9,56.6,42.735,40.6
5885,9.1,15.6,42.735,40.6
5886,8.6,27.6,42.735,40.6
5887,10,43.6,42.735,40.6
5888,9.5,35.6,42.735,40.6
5889,8.8,73.6,42.735,40.6
5890,9.5,5.6,42.735,40.6
5891,10.1,27.6,42.735,40.6
5892,8.9,48.6,42.735,40.6
5893,8.2,10.6,42.735,40.6
5894,8.9,43.6,42.735,40.6
5895,9.8,43.6,42.735,40.6
5896,9.3,37.6,42.735,40.6
5897,9.6,40.6,42.735,40.6
5898,8.4,20.6,42.735,40.6
5899,8,32.6,42.735,40.6
5900,8.3,20.6,42.735,40.6
5901,8.1,46.6,42.735,40.6
5902,8.3,25.6,42.735,40.6
5903,9.3,17.6,42.735,40.6
5904,9.7,43.6,42.735,40.6
5905,10.2,37.6,42.735,40.6
5906,10.6,17.6,42.735,40.6
5907,9.5,43.6,42.735,40.6
5908,9.9,15.6,42.735,40.6
5909,9.9,56.6,42.735,40.6
5910,9.4,35.6,42.735,40.6
5911,8.8,43.6,42.735,40.6
5912,9.6,37.6,42.735,40.6
5913,9.1,7.6,42.735,40.6
5914,7.7,48.6,42.735,40.6
5915,7.8,-4.4,42.735,40.6
5916,7.3,32.6,42.735,40.6
5917,8,-7.4,42.735,40.6
5918,8.1,83.6,42.735,40.6
5919,7.8,71.6,42.735,40.6
5920,7.9,12.6,42.735,40.6
5921,7.3,37.6,42.735,40.6
5922,8.2,15.6,42.735,40.6
5923,9,40.6,42.735,40.6
5924,9.4,58.6,42.735,40.6
5925,9,51.6,42.735,40.6
5926,9.6,37.6,42.735,40.6
5927,9.5,-7.4,42.735,40.6
5928,10.4,-14.4,42.735,40.6
5929,11.2,88.6,42.735,40.6
5930,10.7,10.6,42.735,40.6
5931,10.3,2.6,42.735,40.6
5932,10.4,35.6,42.735,40.6
5933,9.6,88.6,42.735,40.6
5934,9,83.6,42.735,40.6
5935,8.7,115.6,42.735,40.6
5936,9.1,46.6,42.735,40.6
5937,10.2,40.6,42.735,40.6
5938,10.5,40.6,42.735,40.6
5939,10.1,40.6,42.735,40.6
5940,10.4,63.6,42.735,40.6
5941,11,46.6,42.735,40.6
5942,10.7,53.6,42.735,40.6
5943,10.4,67.6,42.735,40.6
5944,10.4,32.6,42.735,40.6
5945,11,68.6,42.735,40.6
5946,12.1,58.6,42.735,40.6
5947,11.9,103.6,42.735,40.6
5948,10.8,48.6,42.735,40.6
5949,10,32.6,42.735,40.6
5950,10.6,37.6,42.735,40.6
5951,10.9,27.6,42.735,40.6
5952,10,71.6,42.735,40.6
5953,10,37.6,42.735,40.6
5954,9.9,20.6,42.735,40.6
5955,10.1,12.6,42.735,40.6
5956,9.6,41.6,42.735,40.6
5957,9.2,25.6,42.735,40.6
5958,8.7,44.6,42.735,40.6
5959,9.5,20.6,42.735,40.6
5960,10.5,30.6,42.735,40.6
5961,10.5,-9.4,42.735,40.6
5962,9.5,51.6,42.735,40.6
5963,8.6,20.6,42.735,40.6
5964,9,53.6,42.735,40.6
5965,9.4,58.6,42.735,40.6
5966,10.1,73.6,42.735,40.6
5967,10,46.6,42.735,40.6
5968,10,32.6,42.735,40.6
5969,10,-14.4,42.735,40.6
5970,8.6,58.6,42.735,40.6
5971,8.5,43.6,42.735,40.6
5972,9.2,46.6,42.735,40.6
5973,8.3,41.6,42.735,40.6
5974,7.9,43.6,42.735,40.6
5975,8.6,-9.4,42.735,40.6
5976,8.2,35.6,42.735,40.6
5977,7.7,15.6,42.735,40.6
5978,7.8,-4.4,42.735,40.6
5979,8.1,56.6,42.735,40.6
5980,10.2,63.6,42.735,40.6
5981,10,41.6,42.735,40.6
5982,9.3,20.6,42.735,40.6
5983,8.8,25.6,42.735,40.6
5984,9.8,58.6,42.735,40.6
5985,10.1,27.6,42.735,40.6
5986,9,48.6,42.735,40.6
5987,9.2,73.6,42.735,40.6
5988,10,40.6,42.735,40.6
5989,10.3,48.6,42.735,40.6
5990,9.3,12.6,42.735,40.6
5991,9.2,37.6,42.735,40.6
5992,11.4,51.6,42.735,40.6
5993,12.3,37.6,42.735,40.6
5994,11.2,58.6,42.735,40.6
5995,11.1,68.6,42.735,40.6
5996,11.2,58.6,42.735,40.6
5997,11.3,12.6,42.735,40.6
5998,10.4,37.6,42.735,40.6
5999,11,43.6,42.735,40.6
6000,10.4,53.6,42.735,40.6
6001,9.9,41.6,42.735,40.6
6002,9.6,32.6,42.735,40.6
6003,10,46.6,42.735,40.6
6004,10.7,43.6,42.735,40.6
6005,9.8,43.6,42.735,40.6
6006,9.9,81.6,42.735,40.6
6007,10,53.6,42.735,40.6
6008,11,10.6,42.735,40.6
6009,10.8,73.6,42.735,40.6
6010,11.4,61.6,42.735,40.6
6011,12,41.6,42.735,40.6
6012,10.5,48.6,42.735,40.6
6013,9,53.6,42.735,40.6
6014,8.5,51.6,42.735,40.6
6015,9.4,30.6,42.735,40.6
6016,9.4,43.6,42.735,40.6
6017,9.5,20.6,42.735,40.6
6018,9.5,61.6,42.735,40.6
6019,9.9,35.6,42.735,40.6
6020,10.6,58.6,42.735,40.6
6021,11.6,-2.4,42.735,40.6
6022,11.2,76.6,42.735,40.6
6023,11.3,32.6,42.735,40.6
6024,11.7,25.6,42.735,40.6
6025,10.2,51.6,42.735,40.6
6026,9.3,35.6,42.735,40.6
6027,10.7,71.6,42.735,40.6
6028,10,60.6,42.735,40.6
6029,9.3,61.6,42.735,40.6
6030,9.5,98.6,42.735,40.6
6031,9.5,51.6,42.735,40.6
6032,8.7,40.6,42.735,40.6
6033,9.5,93.6,42.735,40.6
6034,9.8,61.6,42.735,40.6
6035,9.3,27.6,42.735,40.6
6036,9,48.6,42.735,40.6
6037,9.4,48.6,42.735,40.6
6038,9.1,27.6,42.735,40.6
6039,8.9,91.6,42.735,40.6
6040,8.9,51.6,42.735,40.6
6041,9.1,71.6,42.735,40.6
6042,8.3,40.6,42.735,40.6
6043,8.9,46.6,42.735,40.6
6044,8,17.6,42.735,40.6
6045,8,51.6,42.735,40.6
6046,8.9,44.6,42.735,40.6
6047,8.9,86.6,42.735,40.6
6048,9.6,30.6,42.735,40.6
6049,9.7,66.6,42.735,40.6
6050,8.7,56.6,42.735,40.6
6051,8.7,76.6,42.735,40.6
6052,8.9,66.6,42.735,40.6
6053,10.3,58.6,42.735,40.6
6054,11.5,-2.4,42.735,40.6
6055,11.5,68.6,42.735,40.6
6056,10.9,83.6,42.735,40.6
6057,10.5,32.6,42.735,40.6
6058,9,37.6,42.735,40.6
6059,10.3,-2.4,42.735,40.6
6060,9.9,15.6,42.735,40.6
6061,9.3,27.6,42.735,40.6
6062,9.1,76.6,42.735,40.6
6063,10.6,25.6,42.735,40.6
6064,9.9,37.6,42.735,40.6
6065,8.7,53.6,42.735,40.6
6066,8.8,58.6,42.735,40.6
6067,8.9,78.6,42.735,40.6
6068,9.1,68.6,42.735,40.6
6069,10.2,30.6,42.735,40.6
6070,10.1,71.6,42.735,40.6
6071,10.4,32.6,42.735,40.6
6072,10.2,63.6,42.735,40.6
6073,12.1,17.6,42.735,40.6
6074,11.8,27.6,42.735,40.6
6075,10.9,25.6,42.735,40.6
6076,10.7,37.6,42.735,40.6
6077,11,22.6,42.735,40.6
6078,11.5,40.6,42.735,40.6
6079,10.8,51.6,42.735,40.6
6080,10.5,40.6,42.735,40.6
6081,11.1,58.6,42.735,40.6
6082,10.8,58.6,42.735,40.6
6083,10,25.6,42.735,40.6
6084,10.3,46.6,42.735,40.6
6085,8.7,66.6,42.735,40.6
6086,9.1,39.6,42.735,40.6
6087,10.3,68.6,42.735,40.6
6088,11.3,-2.4,42.735,40.6
6089,11,40.6,42.735,40.6
6090,10.4,58.6,42.735,40.6
6091,11.2,15.6,42.735,40.6
6092,11.1,40.6,42.735,40.6
6093,10.8,46.6,42.735,40.6
6094,11,63.6,42.735,40.6
6095,10.7,66.6,42.735,40.6
6096,10.6,48.6,42.735,40.6
6097,10.6,27.6,42.735,40.6
6098,10.7,37.6,42.735,40.6
6099,10.6,43.6,42.735,40.6
6100,10.1,46.6,42.735,40.6
6101,10.4,17.6,42.735,40.6
6102,11.8,40.6,42.735,40.6
6103,13.2,81.6,42.735,40.6
6104,12.9,20.6,42.735,40.6
6105,12.1,32.6,42.735,40.6
6106,12.1,27.6,42.735,40.6
6107,13.2,51.6,42.735,40.6
6108,12.7,15.6,42.735,40.6
6109,12.8,37.6,42.735,40.6
6110,11.8,68.6,42.735,40.6
6111,12.1,27.6,42.735,40.6
6112,10.6,37.6,42.735,40.6
6113,12.2,27.6,42.735,40.6
6114,12.3,43.6,42.735,40.6
6115,11.8,37.6,42.735,40.6
6116,11.5,35.6,42.735,40.6
6117,11.8,10.6,42.735,40.6
6118,11.9,40.6,42.735,40.6
6119,12.2,37.6,42.735,40.6
6120,12.2,27.6,42.735,40.6
6121,12.8,63.6,42.735,40.6
6122,12.2,71.6,42.735,40.6
6123,11.9,61.6,42.735,40.6
6124,12.2,25.6,42.735,40.6
6125,11.1,61.6,42.735,40.6
6126,11.3,32.6,42.735,40.6
6127,10.8,68.6,42.735,40.6
6128,11.2,93.6,42.735,40.6
6129,11.5,10.6,42.735,40.6
6130,11.3,48.6,42.735,40.6
6131,11.1,49.6,42.735,40.6
6132,9.7,68.6,42.735,40.6
6133,10.1,63.6,42.735,40.6
6134,11.9,53.6,42.735,40.6
6135,13,63.6,42.735,40.6
6136,12.2,20.6,42.735,40.6
6137,11,91.6,42.735,40.6
6138,11.8,32.6,42.735,40.6
6139,11.1,61.6,42.735,40.6
6140,11.9,46.6,42.735,40.6
6141,12.1,2.6,42.735,40.6
6142,11,61.6,42.735,40.6
6143,11.1,37.6,42.735,40.6
6144,11.1,27.6,42.735,40.6
6145,11.3,83.6,42.735,40.6
6146,11.9,66.6,42.735,40.6
6147,11,37.6,42.735,40.6
6148,10.8,46.6,42.735,40.6
6149,11.3,27.6,42.735,40.6
6150,11.7,40.6,42.735,40.6
6151,11.7,37.6,42.735,40.6
6152,11.9,53.6,42.735,40.6
6153,12.1,59.6,42.735,40.6
6154,12.4,53.6,42.735,40.6
6155,12.5,43.6,42.735,40.6
6156,12.5,35.6,42.735,40.6
6157,12.2,43.6,42.735,40.6
6158,12.2,32.6,42.735,40.6
6159,12.4,53.6,42.735,40.6
6160,11.4,37.6,42.735,40.6
6161,11,63.6,42.735,40.6
6162,11.1,63.6,42.735,40.6
6163,11.9,44.6,42.735,40.6
6164,10.6,76.6,42.735,40.6
6165,10.8,10.6,42.735,40.6
6166,10.4,73.6,42.735,40.6
6167,11.6,61.6,42.735,40.6
6168,12,2.6,42.735,40.6
6169,12.4,32.6,42.735,40.6
6170,11.9,25.6,42.735,40.6
6171,11.7,68.6,42.735,40.6
6172,12.4,48.6,42.735,40.6
6173,13,43.6,42.735,40.6
6174,12.1,63.6,42.735,40.6
6175,10.8,48.6,42.735,40.6
6176,10.7,105.6,42.735,40.6
6177,10.7,56.6,42.735,40.6
6178,10.4,43.6,42.735,40.6
6179,9.8,71.6,42.735,40.6
6180,10.5,66.6,42.735,40.6
6181,10.8,78.6,42.735,40.6
6182,11.6,27.6,42.735,40.6
6183,11.8,88.6,42.735,40.6
6184,11.9,30.6,42.735,40.6
6185,11.8,30.6,42.735,40.6
6186,11.2,32.6,42.735,40.6
6187,10.7,43.6,42.735,40.6
6188,10.7,68.6,42.735,40.6
6189,9.8,30.6,42.735,40.6
6190,10,27.6,42.735,40.6
6191,9.2,51.6,42.735,40.6
6192,9.8,53.6,42.735,40.6
6193,10.3,56.6,42.735,40.6
6194,9.4,51.6,42.735,40.6
6195,8.7,32.6,42.735,40.6
6196,9.1,20.6,42.735,40.6
6197,9.2,86.6,42.735,40.6
6198,9.3,53.6,42.735,40.6
6199,8.9,37.6,42.735,40.6
6200,9.9,37.6,42.735,40.6
6201,9.4,46.6,42.735,40.6
6202,8.5,71.6,42.735,40.6
6203,7.7,81.6,42.735,40.6
6204,7.7,37.6,42.735,40.6
6205,7.5,40.6,42.735,40.6
6206,8.3,10.6,42.735,40.6
6207,9.2,48.6,42.735,40.6
6208,9.7,46.6,42.735,40.6
6209,9.3,48.6,42.735,40.6
6210,8.7,20.6,42.735,40.6
6211,8.5,12.6,42.735,40.6
6212,10.8,27.6,42.735,40.6
6213,10.1,56.6,42.735,40.6
6214,8.8,37.6,42.735,40.6
6215,7.8,68.6,42.735,40.6
6216,8.9,98.6,42.735,40.6
6217,10.4,51.6,42.735,40.6
6218,11.6,58.6,42.735,40.6
6219,12,40.6,42.735,40.6
6220,11.9,83.6,42.735,40.6
6221,10.8,25.6,42.735,40.6
6222,10.9,37.6,42.735,40.6
6223,10.5,43.6,42.735,40.6
6224,11.5,51.6,42.735,40.6
6225,11.5,35.6,42.735,40.6
6226,10.7,63.6,42.735,40.6
6227,11.7,43.6,42.735,40.6
6228,13.6,51.6,42.735,40.6
6229,13.4,37.6,42.735,40.6
6230,12.5,73.6,42.735,40.6
6231,12.6,51.6,42.735,40.6
6232,13.3,25.6,42.735,40.6
6233,13.6,40.6,42.735,40.6
6234,13,35.6,42.735,40.6
6235,11.5,46.6,42.735,40.6
6236,11.9,66.6,42.735,40.6
6237,14.2,83.6,42.735,40.6
6238,14.9,43.6,42.735,40.6
6239,13.5,56.6,42.735,40.6
6240,12.8,37.6,42.735,40.6
6241,12.7,40.6,42.735,40.6
6242,12.5,12.6,42.735,40.6
6243,12.9,-29.4,42.735,40.6
6244,12.4,63.6,42.735,40.6
6245,12.6,86.6,42.735,40.6
6246,13.5,71.6,42.735,40.6
6247,14.2,56.6,42.735,40.6
6248,14.5,51.6,42.735,40.6
6249,13.5,53.6,42.735,40.6
6250,13.1,37.6,42.735,40.6
6251,13.1,73.6,42.735,40.6
6252,12.3,68.6,42.735,40.6
6253,12.3,66.6,42.735,40.6
6254,13,27.6,42.735,40.6
6255,11.8,40.6,42.735,40.6
6256,11.1,35.6,42.735,40.6
6257,11.7,56.6,42.735,40.6
6258,11.3,25.6,42.735,40.6
6259,11.3,37.6,42.735,40.6
6260,11.8,46.6,42.735,40.6
6261,11.9,66.6,42.735,40.6
6262,12,48.6,42.735,40.6
6263,12.5,27.6,42.735,40.6
6264,11.7,5.6,42.735,40.6
6265,11,25.6,42.735,40.6
6266,12,41.6,42.735,40.6
6267,12.8,12.6,42.735,40.6
6268,11.9,51.6,42.735,40.6
6269,10.7,32.6,42.735,40.6
6270,11.5,48.6,42.735,40.6
6271,11.4,48.6,42.735,40.6
6272,10.8,68.6,42.735,40.6
6273,11.8,68.6,42.735,40.6
6274,12.2,76.6,42.735,40.6
6275,13.4,43.6,42.735,40.6
6276,12.3,88.6,42.735,40.6
6277,11.8,65.6,42.735,40.6
6278,11.7,25.6,42.735,40.6
6279,12.4,51.6,42.735,40.6
6280,14,78.6,42.735,40.6
6281,12.9,22.6,42.735,40.6
6282,12.2,48.6,42.735,40.6
6283,11.9,86.6,42.735,40.6
6284,11.3,49.6,42.735,40.6
6285,11.6,41.6,42.735,40.6
6286,10.9,27.6,42.735,40.6
6287,10.7,66.6,42.735,40.6
6288,10.2,46.6,42.735,40.6
6289,9.8,43.6,42.735,40.6
6290,9.1,73.6,42.735,40.6
6291,11,37.6,42.735,40.6
6292,10.8,48.6,42.735,40.6
6293,11.4,71.6,42.735,40.6
6294,10.9,76.6,42.735,40.6
6295,9.8,68.6,42.735,40.6
6296,11.4,105.6,42.735,40.6
6297,12.5,32.6,42.735,40.6
6298,11.8,-24.4,42.735,40.6
6299,11.2,76.6,42.735,40.6
6300,12.4,40.6,42.735,40.6
6301,12.8,46.6,42.735,40.6
6302,12.5,71.6,42.735,40.6
6303,12.3,43.6,42.735,40.6
6304,12.2,53.6,42.735,40.6
6305,12.6,41.6,42.735,40.6
6306,12.2,46.6,42.735,40.6
6307,11.4,32.6,42.735,40.6
6308,10.7,12.6,42.735,40.6
6309,11.6,78.6,42.735,40.6
6310,12.9,73.6,42.735,40.6
6311,12.5,103.6,42.735,40.6
6312,12.3,27.6,42.735,40.6
6313,13.1,20.6,42.735,40.6
6314,12.2,96.6,42.735,40.6
6315,11.5,41.6,42.735,40.6
6316,10.3,83.6,42.735,40.6
6317,10.2,37.6,42.735,40.6
6318,11.6,15.6,42.735,40.6
6319,11.2,51.6,42.735,40.6
6320,11.9,17.6,42.735,40.6
6321,11.3,78.6,42.735,40.6
6322,11.3,51.6,42.735,40.6
6323,12.4,46.6,42.735,40.6
6324,11,20.6,42.735,40.6
6325,11.7,86.6,42.735,40.6
6326,11.1,48.6,42.735,40.6
6327,11,71.6,42.735,40.6
6328,11,48.6,42.735,40.6
6329,10.2,27.6,42.735,40.6
6330,9.9,20.6,42.735,40.6
6331,10.7,58.6,42.735,40.6
6332,11.4,32.6,42.735,40.6
6333,10.5,103.6,42.735,40.6
6334,10,68.6,42.735,40.6
6335,9.9,37.6,42.735,40.6
6336,9.5,10.6,42.735,40.6
6337,9.8,63.6,42.735,40.6
6338,10.9,43.6,42.735,40.6
6339,10.8,40.6,42.735,40.6
6340,12,15.6,42.735,40.6
6341,13.1,37.6,42.735,40.6
6342,12.2,46.6,42.735,40.6
6343,12.2,37.6,42.735,40.6
6344,12.8,41.6,42.735,40.6
6345,12.6,30.6,42.735,40.6
6346,13.2,32.6,42.735,40.6
6347,13.3,37.6,42.735,40.6
6348,12.5,43.6,42.735,40.6
6349,12.6,58.6,42.735,40.6
6350,12.8,63.6,42.735,40.6
6351,11.6,17.6,42.735,40.6
6352,12.8,22.6,42.735,40.6
6353,12.5,61.6,42.735,40.6
6354,11.5,30.6,42.735,40.6
6355,11.7,48.6,42.735,40.6
6356,11.7,66.6,42.735,40.6
6357,10.9,40.6,42.735,40.6
6358,10.7,68.6,42.735,40.6
6359,10.8,20.6,42.735,40.6
6360,10.7,25.6,42.735,40.6
6361,10.6,22.6,42.735,40.6
6362,11.2,41.6,42.735,40.6
6363,12,53.6,42.735,40.6
6364,11.1,37.6,42.735,40.6
6365,10.4,58.6,42.735,40.6
6366,10.7,41.6,42.735,40.6
6367,9.5,63.6,42.735,40.6
6368,9,35.6,42.735,40.6
6369,9.5,10.6,42.735,40.6
6370,9.3,51.6,42.735,40.6
6371,10,46.6,42.735,40.6
6372,10.8,130.6,42.735,40.6
6373,11,71.6,42.735,40.6
6374,10.9,49.6,42.735,40.6
6375,10,46.6,42.735,40.6
6376,10.1,41.6,42.735,40.6
6377,10.8,46.6,42.735,40.6
6378,10.6,63.6,42.735,40.6
6379,10.5,63.6,42.735,40.6
6380,11.9,27.6,42.735,40.6
6381,11.5,-2.4,42.735,40.6
6382,11.6,35.6,42.735,40.6
6383,12.2,61.6,42.735,40.6
6384,10.7,68.6,42.735,40.6
6385,10.7,41.6,42.735,40.6
6386,11.7,56.6,42.735,40.6
6387,11.1,41.6,42.735,40.6
6388,12.2,22.6,42.735,40.6
6389,12.2,37.6,42.735,40.6
6390,13.7,43.6,42.735,40.6
6391,13.7,40.6,42.735,40.6
6392,14.1,30.6,42.735,40.6
6393,12.9,46.6,42.735,40.6
6394,12.7,51.6,42.735,40.6
6395,11.6,43.6,42.735,40.6
6396,11.2,53.6,42.735,40.6
6397,11,58.6,42.735,40.6
6398,11.1,71.6,42.735,40.6
6399,11.1,61.6,42.735,40.6
6400,11.2,44.6,42.735,40.6
6401,11.5,-2.4,42.735,40.6
6402,11,48.6,42.735,40.6
6403,10.5,68.6,42.735,40.6
6404,10.4,48.6,42.735,40.6
6405,10.7,58.6,42.735,40.6
6406,10.1,61.6,42.735,40.6
6407,12.6,41.6,42.735,40.6
6408,11.6,96.6,42.735,40.6
6409,10.4,108.6,42.735,40.6
6410,10.1,71.6,42.735,40.6
6411,9.4,51.6,42.735,40.6
6412,10.4,-8.8,42.735,41.2
6413,10.5,36.7,42.735,41.7
6414,10.9,39.3,42.735,42.3
6415,11.9,17.8,42.735,42.8
6416,12.2,15.4,42.735,43.4
6417,11.3,69.9,42.735,43.9
6418,11.8,29.5,42.735,44.5
6419,12.5,43,42.735,45
6420,11.4,68.5,42.735,45.5
6421,11,49.1,42.735,46.1
6422,11.4,41.1,42.735,46.1
6423,12,16.1,42.735,46.1
6424,11.3,26.1,42.735,46.1
6425,10.8,76.1,42.735,46.1
6426,10.1,84.1,42.735,46.1
6427,10.1,11.1,42.735,46.1
6428,10.3,69.1,42.735,46.1
